pc,type,mispredicts,total,misPermil,dirMiss,tgtMiss,noPredMiss
1b062,2,0,391,0,0,0,0
1b07e,0,0,159,0,0,0,0
1b08e,0,0,184,0,0,0,0
1b09a,1,0,184,0,0,0,0
1b0d0,2,0,738,0,0,0,0
1b108,1,0,174,0,0,0,0
1b13a,4,0,184,0,0,0,0
f7b7c,0,0,256,0,0,0,0
f4178,2,0,411,0,0,0,0
f416c,0,0,411,0,0,0,0
f7b74,0,0,256,0,0,0,0
e62ae,0,0,1248,0,0,0,0
f497e,4,0,1154,0,0,0,0
f48de,0,0,1154,0,0,0,0
f4982,1,0,940,0,0,0,0
f4be6,1,0,116,0,0,0,0
f4c12,1,0,415,0,0,0,0
f4bf6,1,0,213,0,0,0,0
f4b30,4,0,5121,0,0,0,0
f4af4,2,0,1065,0,0,0,0
198b8,0,0,102,0,0,0,0
21524,0,0,289,0,0,0,0
21514,0,0,293,0,0,0,0
198ca,4,0,102,0,0,0,0
198c6,0,0,102,0,0,0,0
21510,0,0,293,0,0,0,0
2194a,0,0,729,0,0,0,0
19934,0,0,100,0,0,0,0
19092,2,0,100,0,0,0,0
190d6,2,0,100,0,0,0,0
1910c,2,0,100,0,0,0,0
19104,2,0,100,0,0,0,0
190f4,2,0,100,0,0,0,0
190ee,2,0,100,0,0,0,0
190e8,2,0,100,0,0,0,0
190de,2,0,100,0,0,0,0
1c2c4,4,0,127,0,0,0,0
1c2b4,0,0,127,0,0,0,0
19e92,1,0,102,0,0,0,0
1997e,4,0,100,0,0,0,0
1997a,0,0,100,0,0,0,0
19938,4,0,100,0,0,0,0
190d0,2,0,100,0,0,0,0
190c6,2,0,100,0,0,0,0
190be,2,0,100,0,0,0,0
190b8,2,0,100,0,0,0,0
190ae,2,0,100,0,0,0,0
190a6,2,0,100,0,0,0,0
190a0,2,0,100,0,0,0,0
ebd80,0,0,1248,0,0,0,0
f137c,1,0,2231,0,0,0,0
f1370,0,0,2081,0,0,0,0
f116a,0,0,2343,0,0,0,0
f1078,0,0,150,0,0,0,0
f1066,0,0,2493,0,0,0,0
f185a,1,0,247,0,0,0,0
f174c,0,0,2458,0,0,0,0
f1568,4,0,2493,0,0,0,0
f0320,0,0,815,0,0,0,0
f02c6,0,0,819,0,0,0,0
f02d0,0,0,819,0,0,0,0
f02d6,0,0,819,0,0,0,0
f02de,0,0,819,0,0,0,0
f02f2,0,0,819,0,0,0,0
f054e,1,0,815,0,0,0,0
f03b2,0,0,819,0,0,0,0
f03d2,4,0,819,0,0,0,0
ef0ea,0,0,2487,0,0,0,0
ef0ec,4,0,2487,0,0,0,0
f1b0c,1,0,2455,0,0,0,0
f1b08,2,0,2455,0,0,0,0
f7b90,0,0,128,0,0,0,0
106216,1,0,1319,0,0,0,0
e62fc,0,0,1248,0,0,0,0
f3c14,0,0,212,0,0,0,0
e62c8,0,0,1248,0,0,0,0
e62d2,0,0,1248,0,0,0,0
e62d8,0,0,1248,0,0,0,0
e62dc,0,0,1248,0,0,0,0
e62f0,2,0,1248,0,0,0,0
f3c36,1,0,212,0,0,0,0
e6326,4,0,1248,0,0,0,0
e632a,1,0,1248,0,0,0,0
f3c20,2,0,212,0,0,0,0
e62be,0,0,1248,0,0,0,0
f3c0e,2,0,212,0,0,0,0
f3bf2,4,0,435,0,0,0,0
f42e6,4,0,411,0,0,0,0
f42c8,0,0,411,0,0,0,0
f7bd6,2,0,128,0,0,0,0
f7bd0,0,0,128,0,0,0,0
f7bcc,0,0,128,0,0,0,0
f7ba0,4,0,128,0,0,0,0
f7cb6,4,0,128,0,0,0,0
f7ca6,0,0,128,0,0,0,0
f7c9a,0,0,128,0,0,0,0
f7c8e,0,0,128,0,0,0,0
f7c6c,1,0,128,0,0,0,0
f7be2,0,0,128,0,0,0,0
106212,0,0,1319,0,0,0,0
