address,function,source,resolved
0xf1098,_int_malloc,malloc.o:?,True
0xf1182,_int_malloc,malloc.o:?,True
0xf136e,_int_malloc,malloc.o:?,True
0xf13a2,_int_malloc,malloc.o:?,True
0xf13c8,_int_malloc,malloc.o:?,True
0xf1556,_int_malloc,malloc.o:?,True
0xf155c,_int_malloc,malloc.o:?,True
0xf1660,_int_malloc,malloc.o:?,True
0xf1680,_int_malloc,malloc.o:?,True
0xf172c,_int_malloc,malloc.o:?,True
0xf1744,_int_malloc,malloc.o:?,True
0xf21a0,malloc,:?,True
0xf21be,malloc,:?,True
0xf21c6,malloc,:?,True
0xf225c,malloc,:?,True
0xf226a,malloc,:?,True
0xf22f6,malloc,:?,True
0xf2304,malloc,:?,True
0xf262a,free,??:?,True
0xf371c,index,??:?,True
0xf3774,index,??:?,True
0xf37b4,index,??:?,True
0xf37f4,strcmp,??:?,True
0xf37f8,strcmp,??:?,True
0xf3806,strcmp,??:?,True
0xf3812,strcpy,??:?,True
0xf381a,strcpy,??:?,True
0xf39e4,strlen,??:?,True
0xf39e8,strlen,??:?,True
0xf39ec,strlen,??:?,True
0xf39f0,strlen,??:?,True
0xf39f4,strlen,??:?,True
0xf39f6,strlen,??:?,True
0xf39fa,strlen,??:?,True
0xf3a02,strlen,??:?,True
0xf3a08,strlen,??:?,True
0xf3a14,strlen,??:?,True
0xf3a16,strlen,??:?,True
0xf3a18,strlen,??:?,True
0xf3a1a,strlen,??:?,True
0xf3a1e,strlen,??:?,True
0xf3a22,strlen,??:?,True
0xf3a24,strlen,??:?,True
0xf3a26,strlen,??:?,True
0xf3a28,strlen,??:?,True
0xf3a2e,strlen,??:?,True
0xf3a3a,strlen,??:?,True
0xf3a44,strlen,??:?,True
0xf3a5e,strlen,??:?,True
0xf3a66,strlen,??:?,True
0xf3a96,strnlen,??:?,True
0xf3ac6,strnlen,??:?,True
0xf3b2a,strnlen,??:?,True
0xf3b66,strncmp,??:?,True
0xf3ba0,strncmp,??:?,True
0xf3bf8,strncpy,??:?,True
0xf3c84,strspn,??:?,True
0xf3d0a,strspn,??:?,True
0xf3d72,strspn,??:?,True
0xf3d86,strspn,??:?,True
0xf413c,strstr,??:?,True
0xf42ce,strstr,??:?,True
0xf48da,memset,??:?,True
0xf48e2,memset,??:?,True
0xf4926,memset,??:?,True
0xf4928,memset,??:?,True
0xf492c,memset,??:?,True
0xf492e,memset,??:?,True
0xf4932,memset,??:?,True
0xf4934,memset,??:?,True
0xf4936,memset,??:?,True
0xf493a,memset,??:?,True
0xf4958,memset,??:?,True
0xf495c,memset,??:?,True
0xf4962,memset,??:?,True
0xf4972,memset,??:?,True
0xf4974,memset,??:?,True
0xf4aa8,memcpy,??:?,True
0xf4aaa,memcpy,??:?,True
0xf4ab4,memcpy,??:?,True
0xf4ac0,memcpy,??:?,True
0xf4b06,memcpy,??:?,True
0xf4b10,memcpy,??:?,True
0xf4b14,memcpy,??:?,True
0xf4b16,memcpy,??:?,True
0xf4b1a,memcpy,??:?,True
0xf4b1e,memcpy,??:?,True
0xf4b24,memcpy,??:?,True
0xf4b26,memcpy,??:?,True
0xf4b3c,_wordcopy_fwd_aligned,??:?,True
0xf4b40,_wordcopy_fwd_aligned,??:?,True
0xf4bce,_wordcopy_fwd_aligned,??:?,True
0xf4c0c,_wordcopy_fwd_aligned,??:?,True
0xf4c22,_wordcopy_fwd_dest_aligned,??:?,True
0xf4cda,_wordcopy_fwd_dest_aligned,??:?,True
0x106212,__memcpy_chk,??:?,True
0x106260,__sprintf_chk,??:?,True
0x1062b4,__vsprintf_chk,??:?,True
0x10cddc,__vfprintf_internal,??:?,True
0x10cee0,__vfprintf_internal,??:?,True
0x10de08,__vfprintf_internal,??:?,True
0x1131ce,__vsprintf_internal,??:?,True
